H2,CH4,C2H6,C2H4,C2H2,CO,CO2,H2O,Fault
131.0964153,95.58214169,84.67868547,25.41615107,1.835188623,976.3583521,8,0.5,Thermal
128.0286985,57.72195082,177.293865,8.835562481,0.426597678,157.4464235,54,0.5,Overheating
83.31499831,82.42918014,273.0972165,70.78845574,4.672153984,91.91798719,22,0.5,Electrical
13.88056895,105.5913465,18.97100289,9.936685319,2.576588399,68.52852595,12,1,Thermal
1.942463459,110.5848814,97.63064789,63.97957091,2.945432423,1138.409202,0.5,8,Overheating
47.41873749,59.76726072,251.6942673,82.91242379,2.744802583,234.1001733,11,21,Electrical
87.15419293,34.62736561,302.7407102,7.597655289,0.063442892,891.2126629,0.5,12,Overheating
77.77423491,36.97594524,185.9628028,46.03099648,2.363602174,399.5116236,0.5,21,Thermal
120.843643,136.2111825,268.9224436,50.61507613,0.288494496,1208.315632,0.5,12,Thermal
125.8591846,67.04339067,160.7335401,60.13962376,0.46864798,1155.931754,0.5,12,Thermal
68.96609544,25.87678902,241.1292258,71.83949294,2.740266423,189.7362408,0.5,79,Thermal
121.3072561,112.0242004,293.5337787,99.03957398,1.526327188,331.7311642,1346.02324,0.718566724,Arcing
135.7297951,92.5555856,200.0223233,12.24513809,2.927145049,428.5533368,7325.443274,25.89756181,Electrical
99.38555105,149.829343,89.14948158,18.61924814,2.421129552,902.2189507,7520.371841,31.30337784,PD
140.8391368,130.3935477,32.82161363,18.0436783,1.081944086,919.1501673,2980.297109,49.44285498,Overheating
4.622928941,78.88714353,186.9917716,97.58652468,3.326899984,9.976163922,9450.325236,19.02440524,PD
33.48330098,7.554237164,238.8159176,56.58066185,2.603637023,563.5705084,8680.759282,38.73211038,Overheating
9.633581003,112.8601882,188.7953268,91.51730207,3.656998879,801.4568076,5539.179069,29.04853104,Electrical
78.85767925,93.59698464,57.06146168,84.52100718,2.849471834,193.3591204,4054.213973,41.02342188,Overheating
90.73215172,17.88069409,29.15509388,22.81542192,2.025157552,566.7555007,10954.18352,27.18037104,Electrical
126.0413803,106.938683,19.7254755,83.81072886,3.923857725,1342.572553,6017.04961,11.45678938,Arcing
75.76420055,80.11166913,314.2363534,35.67073833,0.716887209,26.12936757,10657.81837,16.25711697,Arcing
127.2341811,39.78468628,21.64402049,62.96433558,4.858346537,813.0472497,3795.14796,46.27773491,Arcing
139.6535637,127.669415,271.187555,26.99913493,1.094379501,1473.649711,4461.466268,34.38336601,Electrical
125.6149073,18.80292658,10.56987639,50.96265528,0.118025785,248.0596707,6292.634886,22.80796043,PD
86.34311547,68.17379951,8.533237711,0.381719908,2.501645205,1064.753806,9426.176565,45.00909568,Arcing
137.0242285,97.7376673,236.6511539,13.84722174,1.371991068,200.8139352,107.0098589,35.33411993,Electrical
32.79619338,25.82856558,152.0467972,53.47184128,2.077273644,162.8052396,3269.713534,30.76294186,Electrical
109.7966633,44.37503806,65.06426208,75.984643,4.314198585,65.7459428,6399.871568,33.26697792,Thermal
18.40992075,62.7700006,108.4271376,27.2606902,0.93929577,41.58415933,9939.755844,44.97457398,Thermal
35.54883388,121.9446273,0.19613047,91.60608396,4.269306823,1456.023591,719.7464199,39.44256173,PD
140.91559,137.7472093,374.5601484,98.7324559,1.384917189,1422.745614,8447.430722,45.26577329,Thermal
22.93679665,79.82508381,83.84380948,47.9141472,3.31412108,1033.985166,7613.965448,1.238593239,Thermal
93.09756554,117.874317,358.0856505,95.26488298,0.815336199,1485.20844,7324.988727,10.69245597,PD
43.57414366,46.69332496,59.92383809,62.85913099,0.463207962,1018.862683,10973.06213,48.86555612,Thermal
102.9023966,139.8787267,360.2512269,16.43283284,1.59419771,544.0246532,462.3165791,38.17180497,Thermal
132.8523252,148.5433408,80.92470405,4.219730109,0.696102256,1259.716027,9017.773282,8.821228841,Overheating
143.9796191,108.4384565,240.5520528,73.41693176,3.485148954,1065.284048,10132.03126,33.25604732,Thermal
60.86761117,92.05280829,265.3454594,83.97169405,4.256994965,855.6855053,7113.358822,14.13669949,Electrical
45.61174943,111.7638724,274.7130382,99.21850392,1.331804397,1040.741451,3391.916396,46.05966254,Arcing
23.39717188,106.8947298,62.09298049,13.15272892,1.906377554,536.1755395,1099.763085,30.81219821,Thermal
43.34308191,59.38232715,218.1599157,15.96748206,2.153982274,1260.506303,2139.055524,23.25628503,Overheating
145.0753072,138.1275297,93.13784484,81.2791081,2.003686825,1043.349101,1285.162295,44.93472069,Overheating
32.77306039,3.222568494,94.52511758,55.78540441,3.402001592,1481.910538,8954.635097,48.44882771,PD
64.56509265,76.4003374,187.3211872,46.26531616,2.215127309,894.8344452,2947.372337,9.693200382,PD
35.38230829,87.20839674,332.0927827,22.26774762,1.160236305,1019.935956,5910.220708,37.49000448,Electrical
79.99380227,108.6931473,290.2957528,19.41959036,0.479610674,1459.168956,8972.512411,49.50008387,Thermal
4,16,4,2356,69,10,9415.255515,12.02292767,DP
18.45569642,43.37596909,151.7646596,93.45508035,0.698675636,1252.748748,9930.573199,35.0377322,PD
121.7130046,81.69383123,342.4868543,18.35185943,1.46710604,576.0663122,4187.108764,30.93180683,Electrical
122.4171515,17.70637442,141.089971,42.40846729,1.313642274,709.6848582,2514.940147,2.289763448,PD
14.69044814,30.20841693,89.98612349,32.61826688,4.523234331,457.6221901,3387.345593,33.86214404,Overheating
106.216156,16.45143672,257.6168768,11.86749885,3.781790796,482.4889437,5883.966635,16.45172082,Arcing
9.393869425,19.61085348,43.08269769,3.344294042,1.377188531,57.21840533,2928.935407,49.46538229,Arcing
50.23793348,111.7623732,309.9665058,44.52401011,1.845209209,842.572292,6492.98786,0.966382733,PD
124.7597209,44.91412216,373.7760852,63.21267692,2.180919335,1212.27422,6746.148592,9.472140673,Arcing
65.72955815,120.6680476,222.5334233,0.034001525,0.902984422,147.5870238,155.9770672,29.1053915,Overheating
64.22225344,12.77787095,301.1142784,13.29058935,0.491172513,357.1823724,137.1727979,49.3608834,Electrical
78.91045344,149.4708715,153.3496164,26.92458812,3.166624209,372.4386838,10286.67652,23.93515392,Electrical
51.55472423,131.7523467,148.3437963,86.69958121,2.053260146,11.10211415,10301.1769,5.337365493,Thermal
144.8339464,125.0153963,281.0642747,92.41502473,4.122685655,300.7742558,411.2549682,44.18650599,PD
117.8627999,123.3634589,383.1799893,77.13117784,4.817468177,1096.573006,1435.333457,3.462976837,Overheating
136.1538818,110.3729951,5.205014241,21.71505162,3.817415411,1126.718818,4459.344572,3.74569125,PD
112.9403521,4.599798914,67.46144095,98.27843382,1.711511067,784.5091612,1310.19738,13.62267575,Electrical
37.52538727,47.91707776,264.342264,32.88818464,4.86208576,787.0700037,341.1632254,46.15021021,Thermal
108.444139,32.45486803,91.50795364,49.5206484,3.203612294,266.1689511,2374.209036,19.85805316,Overheating
100.7745885,90.78831568,360.4002783,50.46377262,0.493211224,1489.868981,539.2505262,37.2075269,Thermal
135.2152491,75.13858384,248.9544515,16.94452443,2.022776131,987.1030099,4823.895938,27.30035027,Thermal
40.34801917,114.0245408,231.4605878,37.7649709,2.623955769,1288.657961,4085.072445,5.182518412,Electrical
92.33020599,90.67125494,383.8251182,15.49121562,1.044806875,860.1337279,6943.347049,48.08700155,Overheating
133.3102073,2.071047838,244.2381308,93.24969347,0.295297804,1323.045943,7474.410973,4.310696538,Electrical
69.45436839,144.7464964,44.51638372,62.35332241,1.237685031,300.1020406,6432.833502,5.642571281,PD
87.87854548,36.84427877,300.2942656,5.550388722,4.131108781,224.545861,10500.75345,37.28180014,Overheating
74.85140391,8.30788377,33.95923165,35.9102923,4.459561466,1039.618023,4178.103864,11.91093481,Electrical
117.681297,38.64597853,244.0996254,85.57471086,0.509106591,192.7504349,6452.934286,20.47740302,PD
81.05039764,123.0741458,269.7127066,0.018545644,3.563671959,668.0845786,9216.422047,39.52098176,Arcing
88.78738289,58.60406748,66.40623897,19.26370632,0.520931057,843.8333202,8531.861972,26.30865221,Electrical
118.9468281,10.8892432,267.0485274,23.65857279,4.957612081,296.6819929,8654.641152,6.557128943,Thermal
6.371434741,37.23544342,116.7642448,18.37624369,1.993842215,815.0818141,9459.834361,15.07584248,PD
25.39992381,121.8498205,120.6895816,19.35505942,4.280035385,1172.870255,650.9029482,4.118578625,Electrical
123.5074897,59.27798135,205.4193039,91.20829319,0.500955177,420.7627079,6625.324513,34.87049002,Arcing
106.3105283,117.7482438,296.4011838,34.43197501,2.741302354,1343.271612,248.6077952,35.05477543,Electrical
29.04450394,93.44174833,39.32643841,26.35639304,1.254388056,1079.78122,2278.971027,32.16365062,PD
108.2753535,88.87104657,181.1488478,70.18992234,3.548040976,158.2828394,10097.09882,9.388787731,PD
51.46523942,93.98869681,250.3724471,60.74603837,1.908399361,59.61150177,2985.523921,20.04907401,Arcing
73.63060563,134.6730645,122.2872491,47.97758174,1.070114331,213.7872855,6141.440697,25.67156611,Thermal
36.40849468,0.810629231,174.0997305,47.38038423,4.193003105,467.5003424,7835.358293,23.51996161,PD
118.158118,11.95449279,172.8065202,59.56031861,3.142144911,602.7852597,1362.327528,8.2678251,Electrical
114.2256732,49.06402227,58.38099004,24.00601893,4.016640563,1119.862595,8713.999429,19.48332948,Arcing
20.07173449,83.6081011,147.3270399,82.86501579,0.067054696,951.8477739,8272.022454,42.96587224,PD
105.2359673,147.9967751,363.8404792,43.8544288,1.76195249,114.5137684,3565.670329,5.629584179,Thermal
29.58683023,54.65243636,162.9699707,68.78899784,0.404459453,745.462799,2960.579582,33.13371994,Arcing
16.35721064,22.98837226,174.2732068,65.23159774,4.170882405,1265.739027,2906.862258,26.01577659,Electrical
50.3262129,84.62152372,271.5831923,44.34548975,3.759486019,1373.890789,7147.876349,17.37419115,Thermal
9.613128415,86.53632882,236.5082781,14.02317702,4.179690956,1237.048282,2453.976292,24.55475617,Thermal
67.75737169,18.97889831,146.6753425,16.64660596,0.587600444,780.959887,4169.399053,49.61718292,PD
16.63482454,111.2278363,396.8863874,47.45808431,3.766517204,641.2309665,8713.291027,30.50155745,PD
38.12521648,44.07685341,280.4540697,6.7458955,2.083688221,1150.886426,5912.141896,23.68296199,Overheating
115.9025723,63.71641034,54.43490818,3.087344676,4.043345834,1020.882211,7332.948608,24.27332407,Electrical
44.77419883,79.48858352,133.581488,17.64137512,1.268846652,1150.434371,9766.351455,47.65610834,Arcing
98.7907886,107.9145856,348.9102741,93.23079575,1.499620375,378.543159,6835.331354,35.12026479,Overheating
96.19129747,70.11065509,264.3412275,32.43890783,4.731127141,480.1687271,6627.2615,7.731028725,PD
87.53438607,146.0518686,107.2551276,84.80056977,3.131393537,831.6193988,8970.177767,21.74505232,Arcing
24.76802462,124.41213,161.1628443,85.85442861,3.767067424,1485.034958,10893.08032,17.21614396,PD
105.0101943,23.93827864,39.89231428,12.78188708,4.813852682,530.6408553,8535.394354,35.15631506,Arcing
43.99526402,90.13428133,43.6589203,89.26558004,0.497425806,775.546186,5407.087513,18.82972426,Overheating
92.56202874,54.76743112,100.840621,85.89385039,4.908660433,520.3050623,6802.539555,29.94257491,Thermal
30.50142143,16.55343789,339.5772431,56.88859048,4.665971707,1388.196895,3628.23228,5.258628627,PD
58.81383682,55.14480794,97.25784727,29.73627983,0.246825653,848.4854884,1775.707252,38.44023374,Electrical
133.1926794,3.37516551,245.9883213,32.13481748,3.596399497,1435.823367,1198.52756,31.22042996,PD
44.24769938,111.8889194,273.1303009,58.96146945,1.149059871,1427.739877,8564.698366,35.44857073,Arcing
56.71142082,67.65131943,286.2605593,51.15850511,4.282563518,523.2372376,1071.61962,29.56429331,Thermal
46.2580829,131.5930775,272.7324518,1.93678089,4.276457588,1357.06164,9660.743671,7.269700306,Electrical
64.16775729,105.9637196,70.90126463,34.99472868,4.328366927,509.7558992,8938.619008,25.39167203,Electrical
11.04415925,92.39128762,399.0498692,39.58261105,3.825201828,1306.544918,7852.401225,39.38293945,Electrical
28.41085786,25.8535864,50.98345788,61.70751487,3.911996862,500.3244135,2080.613122,34.30638556,Arcing
81.30796577,14.19814237,308.70793,17.39273386,0.801627852,1335.154845,10852.86071,19.7035793,PD
50.89607694,25.07628074,300.216206,8.145824014,0.975798756,939.5366101,4256.325889,43.18796602,Overheating
92.09271819,62.13915137,203.5750297,93.71564724,1.898527975,362.6545078,115.3308049,26.25731246,Arcing
44.97538418,6.437344884,240.4650673,70.54452989,4.007621542,1414.979305,10582.39792,35.31099036,Thermal
136.6219708,123.9535354,36.62677529,98.03302652,2.806877551,1296.668314,7434.490365,5.717132721,PD
44.71039458,62.49163088,310.5548131,30.89658339,2.070275206,1476.064136,2807.488588,15.09222524,PD
137.489814,117.1757342,337.6932335,15.67341497,1.225388062,168.6487727,4738.810194,19.83316473,Thermal
38.36032588,91.82857432,269.8152118,66.95182089,2.923529737,305.2107336,6484.169829,29.79902847,Electrical
30.40996772,27.18512796,291.8450828,39.29234964,1.455938744,456.91978,869.8091714,28.98779749,Electrical
53.62753907,92.07678037,191.7263351,20.52919626,1.31594926,173.4822504,8392.322547,49.7984885,Thermal
140.9488225,76.77544121,271.8078254,57.86443359,1.305649199,1284.552981,10789.00277,37.42661512,Overheating
97.7720168,53.33670834,308.6642225,48.67547463,4.305971116,844.7093616,9262.471351,24.8535327,Thermal
125.2140213,114.8147113,195.9997082,69.93639928,4.981967009,1419.347347,7140.483935,0.647626038,Thermal
89.18270291,144.569157,212.5303044,77.44737673,0.914315472,155.7342294,6720.746694,16.04389824,Electrical
83.39793703,113.4071738,84.99665258,40.31518862,0.153309179,285.3415245,1765.86926,22.97328667,Electrical
76.38544085,107.5351132,348.6377753,18.89580203,0.135947251,971.7246042,7364.061706,48.47878255,Overheating
48.07440168,109.322266,282.4240298,49.6330419,0.095807592,81.47195386,31.90827464,3.346351407,Overheating
94.22515351,46.47742899,54.18353902,36.26765897,3.432019456,194.8798559,4250.782284,28.44396363,Electrical
84.67418728,7.770204488,263.5690662,93.27758948,4.627736673,997.1787643,6367.085287,24.51009239,Arcing
112.3932623,86.26653239,355.4526561,10.2313341,2.597134375,373.7366686,9533.706497,25.55490835,Arcing
105.8965199,50.5319215,252.4109848,91.34236618,3.025497469,1395.628891,1007.873379,19.19090945,Electrical
126.7299764,86.02403109,31.11972005,83.51387842,1.070786843,612.1321666,1801.067816,27.5110499,Thermal
50.11963577,143.8506253,155.7584476,24.54794955,1.403174353,890.6553977,1439.56447,0.469197743,Electrical
91.9051766,95.01630354,11.03631862,17.66481089,0.295685887,935.5683114,2537.918953,6.852674366,Overheating
90.81740261,68.16719283,89.53953657,36.76232124,2.802946956,289.6748943,8329.462578,23.26915095,Arcing
131.7446543,27.08822699,19.50607284,83.69826655,1.779298569,1279.749665,2393.080853,2.391078366,Electrical
3.455132119,79.32585972,176.4318306,86.11484923,1.252297402,1188.415834,157.8756236,40.48408208,Electrical
125.0801498,8.875416691,85.08145428,56.65822841,2.806568519,411.1733856,3096.83477,18.37838476,PD
81.03243669,85.73531629,394.275823,35.70362215,0.960011164,305.8104567,76.47358978,39.86660126,Arcing
113.070628,54.96801418,336.2476366,17.98249751,1.130516288,759.2226332,10673.50846,33.21729693,Thermal
149.3721761,107.7922682,332.6878282,35.97191803,1.060881135,878.7252471,835.2423521,5.79048339,PD
96.57914841,99.8941546,347.1446953,88.54082208,3.751352522,330.3443006,9779.179468,48.55441257,PD
1.958441342,115.610157,0.160786648,10.26780678,3.063137288,704.8290547,4162.033521,10.5580678,Thermal
21.39868329,133.8583156,371.1880049,37.75521415,2.127178803,631.6845858,2462.981694,1.381113474,Thermal
70.48081747,105.6374911,269.3612142,57.59378145,2.436268606,1276.460719,1751.359509,36.67381121,Overheating
132.166339,140.0295779,200.0619436,77.06723485,3.219960782,793.596147,222.5413424,29.30625421,PD
66.26740217,19.0064181,243.8498426,85.57191096,2.589512455,631.6094042,1629.730223,6.882973621,PD
83.58534303,35.20615652,244.5745045,69.52322231,4.829541591,378.6537323,1642.540927,16.34194402,Arcing
78.4905372,37.50871564,144.3964604,99.47083428,4.869792375,138.0050701,6600.634659,36.02763408,Overheating
111.7820557,62.18017186,331.2502849,57.07780765,0.450739941,1360.758021,8800.938047,46.18590671,Electrical
103.135671,62.55937759,271.9645144,68.27338167,0.558788095,482.5764156,10812.65628,19.01361853,Arcing
63.73300723,79.86579835,176.3097201,51.7676171,0.054634839,180.7063011,3811.017691,44.4971671,Arcing
16.3490961,111.6213737,124.3769735,5.946701307,1.996111989,484.5116563,108.8059962,5.5302759,Electrical
124.2795087,136.2869759,57.20144177,65.50323332,1.559620006,783.4954615,10767.92,12.10608432,PD
22.87378583,66.98125862,92.74754609,83.67206846,1.406748694,983.9548024,9356.615027,0.142229471,Electrical
140.4950186,49.02175654,392.3556097,10.06719399,0.013193123,1483.951815,10683.7438,21.59489518,PD
16.63659623,12.69886144,70.80914107,24.40647354,3.529678296,1224.235614,7232.591049,41.06582882,PD
61.0423449,77.31707236,148.3480023,91.69542306,2.2004139,1174.103923,2113.946118,29.17890885,Arcing
57.06070185,96.76517279,19.54376074,26.04570888,0.290082729,1362.930403,10667.50769,30.69166016,Electrical
137.718716,42.84915301,156.6239511,32.4806276,0.290987491,91.91902581,2530.037958,4.923690516,Thermal
40.29670808,14.62809663,72.05324978,71.40652992,3.859680512,1383.714025,6393.507476,25.95448496,Arcing
31.83181949,69.12438968,29.45499363,70.90923519,3.129708003,966.5745101,3039.517745,41.83000314,Overheating
56.60302217,36.06970598,63.40717558,53.35228892,2.251134848,733.9848868,3911.277166,11.44768186,Overheating
103.5249932,92.30104289,194.8742053,67.60486552,4.003328132,752.9036065,8313.831932,40.17675299,Arcing
35.88870674,132.9860116,202.3501421,43.42442104,3.811362425,1329.850559,580.7692118,36.8159273,Overheating
135.1022453,13.96208848,94.03718125,7.70548691,0.519101963,634.3882654,2964.181631,49.2494348,Arcing
145.898043,17.29697679,156.5259644,31.6751709,1.896517478,1049.167477,4111.476266,29.78803546,Arcing
55.44085326,108.3860849,362.0526201,95.94948552,4.550989937,129.1668414,7202.120564,5.769823702,Thermal
70.11827638,82.8348993,227.2352226,66.87281544,2.259654466,1243.587363,10359.4224,0.614235073,Thermal
33.57630305,52.43851283,33.20058007,81.88287175,0.878119332,320.1173634,6061.70634,18.93416344,Overheating
19.88058788,36.10067646,270.242407,23.70914497,0.990869208,1200.676651,2162.40073,24.51689057,Arcing
131.8156015,17.06096027,118.7665299,9.891170293,3.999402234,570.8282878,9377.169288,10.85054989,Overheating
93.41166233,129.6975461,41.42220869,99.25767779,0.374744674,1316.069501,4754.723845,38.75575044,Electrical
97.17902694,126.960819,198.7559492,59.0416258,1.820228339,29.44535251,4882.772459,1.438716636,Overheating
37.47285366,142.0138199,234.5491664,94.32231875,2.165378168,349.7394653,8627.50771,7.548516789,Arcing
10.01295223,126.8841271,367.0162497,14.73159625,0.86257112,1290.909706,10936.44826,9.13370847,Electrical
52.67529493,9.586212627,134.0226116,89.02966376,4.11544437,1379.727981,10472.38868,25.75146079,Electrical
46.57006837,144.1109955,54.09071322,10.61932066,3.669058305,48.56548766,5059.285756,32.92685148,PD
53.39027025,25.54362088,181.1633397,14.33256876,1.810786984,1309.037106,6421.177413,12.70964776,Overheating
18.96016122,10.53325807,57.82329311,84.73591721,1.065210383,212.18859,5659.826671,44.60561562,Electrical
68.90132381,39.11232783,26.07500601,38.73963701,4.080270222,751.4160975,7204.314409,45.36301476,Overheating
33.3683458,13.12249743,337.8929314,38.30437758,3.754851132,452.3405053,2936.678261,21.47496944,Overheating
147.3435293,95.92611965,21.36589895,61.04850787,2.322327195,508.9546936,3598.91751,34.32182458,Overheating
23.85468509,33.36235684,329.862617,16.18506792,2.109529976,168.9125313,6376.23185,38.72298035,Electrical
119.3417702,125.5783495,349.4742843,37.92632043,1.683384759,241.8828562,3778.278603,2.596732998,Overheating
147.6461977,55.59157149,194.2377714,74.80339618,4.118352295,186.0309363,6983.494055,26.54079962,PD
59.23437985,72.75261211,377.5186301,33.39669919,0.956474218,1345.719888,2604.171006,39.4041724,Arcing
53.85763523,147.8757421,51.85280812,49.74758652,1.642668435,957.9398836,1862.930609,38.75367615,Arcing
19.66066539,79.32805412,61.32039402,65.58229185,1.406101654,85.6097892,184.9167046,35.52255964,PD
2.798487554,133.4399862,185.5898808,56.90343451,2.761595589,649.7809645,435.2861081,40.03420745,Electrical
40.40761207,108.9005952,124.5873577,22.22282701,2.639934377,390.5749844,8212.066815,17.49305987,Electrical
43.49260751,133.3525314,150.4716329,34.73452401,3.040713713,1419.979354,4399.293951,35.80690943,Arcing
49.1838927,16.66678449,312.0041932,74.86829003,2.693164935,1114.932746,1889.170798,42.14513049,Thermal
64.68126514,10.02430362,280.5160336,71.16648255,0.997992328,1041.302557,10684.60676,19.48116329,Electrical
13.28799552,88.16532856,98.03792937,73.93899631,2.877314219,500.3922717,8156.160349,32.47635286,PD
74.60611309,128.113516,180.7007797,33.0771144,0.841476148,1212.413901,6294.060449,44.77330224,PD
76.98586944,81.59168499,192.5179686,52.24811025,1.984369828,161.4034595,7022.02484,14.92919092,Overheating
22.98349305,100.5388439,287.7727917,53.31663981,0.154916053,156.5864517,1849.399975,27.74492944,Electrical
124.9510754,76.20311567,280.1975561,80.78445928,3.802314131,587.4038359,2648.648785,40.31501715,Overheating
146.9381073,116.29227,170.8881725,96.33925496,2.090558714,303.7912932,7143.667315,30.80751606,PD
46.33128936,81.69368307,394.3301159,13.56328705,2.834959475,442.5762549,439.6356755,34.87748524,Arcing
65.95686407,50.04079114,58.77373919,14.33780141,4.867452442,1319.896142,5265.027417,19.7013577,Electrical
22.92351222,86.57772737,277.1380629,24.19181462,1.712715684,758.5184053,2817.218637,31.25445007,PD
140.0433099,104.8240043,316.5852731,96.00991648,3.714793692,267.6811792,5107.957022,19.95243926,Overheating
5.619102609,123.869665,107.402794,62.61352386,0.709058397,12.15769579,6933.835416,25.84819951,Electrical
58.1176018,32.70431908,352.0002324,21.65980267,1.839322421,527.2649406,2386.739221,26.71834283,Arcing
147.7961594,17.72658484,340.4838214,10.19335047,1.718686828,1087.434852,10437.94381,10.90245329,PD
53.15638772,82.90220343,127.4251409,15.28104487,2.893524295,37.34999736,2170.071551,10.75059145,Thermal
5.341998291,88.80176928,19.74962991,29.39174146,4.304390782,713.2912166,2343.923014,12.50509511,Overheating
80.1872775,102.9731613,365.7215622,17.24985335,1.678758764,117.8304465,445.9531598,17.84265015,PD
80.88010941,86.41758574,339.4054852,48.92485229,4.035496998,588.7551236,3839.991595,6.564162804,Arcing
98.96661473,50.88246115,363.7607491,24.91294277,1.057195122,1437.604884,5658.941561,4.427041175,Overheating
96.89322933,93.55421993,389.4929495,76.99334779,1.664216335,1413.130002,6956.40509,43.13801852,Thermal
134.7081805,84.38367719,248.6748987,95.53521276,4.02108175,1413.139113,2526.078714,17.13911222,Arcing
87.76009021,105.3706767,115.1909976,1.4051779,0.371298471,835.4125934,9377.926116,16.10630813,Electrical
27.99220198,2.836671285,65.15098456,69.33176969,3.00388262,1038.367079,4412.006705,1.963694345,Overheating
18.78007564,143.7612946,223.8958212,39.7442695,1.265018656,374.5366091,1994.176847,25.91072818,Arcing
68.04725625,20.21637531,158.9127048,25.05971391,0.786399744,656.7242837,1515.212631,6.183021871,Thermal
80.52683586,126.7232162,189.4030296,88.26868185,4.86267927,979.8744253,5994.064603,14.91041239,PD
98.76629029,25.71479305,358.4609328,16.75458141,3.025262985,1399.427119,10579.47769,23.95136316,Arcing
76.1138904,107.5530242,362.0592158,74.055124,1.046218165,625.0874344,8570.112331,7.655809297,Thermal
120.724554,0.583519271,362.9689763,95.97228694,2.689665206,248.9376275,7281.233766,22.27879959,Electrical
101.936191,79.12613352,203.4731475,25.94693304,4.357929442,408.7285631,2930.780934,1.692378483,Electrical
144.3184459,90.34596619,203.0358751,49.38615076,3.933016221,190.1831969,2834.274893,9.990888417,Thermal
85.70690005,52.09385736,290.6320096,20.47739935,0.31719597,699.6726323,5070.388311,26.75933258,Thermal
33.62958055,7.39616416,158.4437996,73.21665466,4.977315509,1086.463472,5429.960507,17.86947994,Thermal
146.0173118,23.79761042,144.2923544,45.69315304,3.165058904,656.2901163,2908.319273,17.84939753,Thermal
63.01632419,121.5574297,28.080699,76.73738133,0.126222072,920.5001383,8421.854625,9.241174948,Arcing
32.84205725,131.3973991,387.6282629,98.43242608,1.324248067,154.3357856,9933.231238,41.90179978,PD
54.98457721,73.25778881,387.788092,88.20793271,3.977362856,1136.775645,6909.146114,34.27062897,Electrical
136.3944039,23.23303267,231.9158621,96.49517825,0.813690923,1005.48996,3743.008612,35.18478123,Thermal
65.58437538,134.9798888,188.1455082,58.40512583,1.496865198,169.6048465,6557.051433,1.173187365,Overheating
